intent,isAllDay,location,date,startTime,endTime,title,description,text,response
CANCEL,0,Coffee Shop,2025-4-25,10:30:00,12:30:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2025-04-25 at 10:30,Your event 'Coffee Catch-up' scheduled for 2025-4-25 at 10:30:00 has been canceled. Hope that helps!
UPDATE,0,Coffee Shop,2026-12-21,10:30:00,12:30:00,Project Deadline,Project Deadline,Update Project Deadline details for 2026-03-01 at Coffee Shop,Got it—I've updated 'Project Deadline' to 2026-12-21 from 10:30:00 to 12:30:00 at Coffee Shop.
ADD,0,Conference Room A,2025-5-14,10:45:00,11:15:00,Yoga Class,Yoga Class,Meeting tomorrow,Event 'Yoga Class' has been added on 2025-5-14 from 10:45:00 to 11:15:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Office,2026-6-23,09:45:00,10:45:00,Client Presentation,Client Presentation,Change the time of Client Presentation on 2025-09-14 to 09:45,Got it—I've updated 'Client Presentation' to 2026-6-23 from 09:45:00 to 10:45:00 at Office.
CANCEL,0,Office,2025-10-19,17:45:00,18:45:00,Performance Review,Performance Review,Cancel my 3 PM event,Your event 'Performance Review' scheduled for 2025-10-19 at 17:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
UPDATE,0,Office,2025-3-7,09:30:00,10:00:00,Yoga Class,Yoga Class,Move Yoga Class from next Friday at 14:45 to 2025-03-07 at 09:30,Got it—I've updated 'Yoga Class' to 2025-3-7 from 09:30:00 to 10:00:00 at Office.
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
CANCEL,1,Coffee Shop,2026-10-21,00:00:00,23:59:59,Client Presentation,Client Presentation,Delete Client Presentation on 2026-10-21 at 00:00,Your event 'Client Presentation' scheduled for 2026-10-21 at 00:00:00 has been canceled. Hope that helps!
ADD,0,Coffee Shop,2026-8-5,13:00:00,13:30:00,Dentist Appointment,Dentist Appointment,Add Dentist Appointment on 2026-08-05 at 13:00 at Coffee Shop,Event 'Dentist Appointment' has been added on 2026-8-5 from 13:00:00 to 13:30:00 at Coffee Shop. Let me know if you need anything else!
UPDATE,0,Coffee Shop,2026-10-19,15:30:00,16:00:00,Birthday Party,Birthday Party,Reschedule Birthday Party to 2026-10-19 at 15:30,Got it—I've updated 'Birthday Party' to 2026-10-19 from 15:30:00 to 16:00:00 at Coffee Shop.
QUERY,0,Online,2025-5-15,14:15:00,16:15:00,Yoga Class,Yoga Class,What are my appointments on tomorrow?,You have an event 'Yoga Class' on 2025-5-15 at 14:15:00. Would you like more details?
CANCEL,0,Home,2025-4-9,11:00:00,13:00:00,Dentist Appointment,Dentist Appointment,Cancel Dentist Appointment on 2025-04-09 at 11:00,Your event 'Dentist Appointment' scheduled for 2025-4-9 at 11:00:00 has been canceled. Hope that helps!
CANCEL,0,Online,2025-2-6,17:30:00,19:30:00,Webinar,Webinar,Delete Webinar on 2025-02-06 at 17:30,Your event 'Webinar' scheduled for 2025-2-6 at 17:30:00 has been canceled. Hope that helps!
QUERY,0,Home,2025-12-8,09:30:00,10:00:00,Client Presentation,Client Presentation,Any meetings today?,You have an event 'Client Presentation' on 2025-12-8 at 09:30:00. Would you like more details?
ADD,0,Online,2025-7-15,12:45:00,13:45:00,Project Deadline,Project Deadline,Meeting tomorrow,Event 'Project Deadline' has been added on 2025-7-15 from 12:45:00 to 13:45:00 at Online. Let me know if you need anything else!
UPDATE,1,Online,2025-6-14,00:00:00,23:59:59,Birthday Party,Birthday Party,Reschedule Birthday Party to 2025-06-14 at 00:00,Got it—I've updated 'Birthday Party' to 2025-6-14 from 00:00:00 to 23:59:59 at Online.
ADD,0,Coffee Shop,2026-1-30,08:45:00,09:15:00,Lunch with Hannah,Lunch with Hannah,I need to set up Lunch with Hannah 2026-01-30 at 08:45 at Coffee Shop,Event 'Lunch with Hannah' has been added on 2026-1-30 from 08:45:00 to 09:15:00 at Coffee Shop. Let me know if you need anything else!
UPDATE,0,Online,2026-10-13,12:00:00,14:00:00,Performance Review,Performance Review,Change the time of Performance Review on 2026-08-11 to 12:00,Got it—I've updated 'Performance Review' to 2026-10-13 from 12:00:00 to 14:00:00 at Online.
QUERY,0,Zoom,2026-12-13,13:30:00,15:30:00,Lunch with Bob,Lunch with Bob,What's on my calendar for 2026-12-13?,You have an event 'Lunch with Bob' on 2026-12-13 at 13:30:00. Would you like more details?
QUERY,0,Conference Room A,2025-10-29,09:30:00,11:30:00,Birthday Party,Birthday Party,What are my appointments on 2025-10-29?,You have an event 'Birthday Party' on 2025-10-29 at 09:30:00. Would you like more details?
UPDATE,0,Online,2025-10-27,12:30:00,14:30:00,Coffee Catch-up,Coffee Catch-up,Change the time of Coffee Catch-up on next Friday to 12:30,Got it—I've updated 'Coffee Catch-up' to 2025-10-27 from 12:30:00 to 14:30:00 at Online.
UPDATE,0,Zoom,2025-10-8,09:00:00,11:00:00,Project Deadline,Project Deadline,Reschedule Project Deadline to 2025-10-08 at 09:00,Got it—I've updated 'Project Deadline' to 2025-10-8 from 09:00:00 to 11:00:00 at Zoom.
ADD,0,,2026-6-19,13:30:00,14:30:00,Lunch with Charlie,Lunch with Charlie,Put Lunch with Charlie on my calendar 2026-06-19 at 13:30,Event 'Lunch with Charlie' has been added on 2026-6-19 from 13:30:00 to 14:30:00. Let me know if you need anything else!
CANCEL,0,,2026-5-5,13:30:00,15:30:00,Yoga Class,Yoga Class,Cancel Yoga Class on 2026-05-05 at 13:30,Your event 'Yoga Class' scheduled for 2026-5-5 at 13:30:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2025-11-12,08:30:00,10:30:00,Coffee Catch-up,Coffee Catch-up,Change the time of Coffee Catch-up on 2025-11-08 to 08:30,Got it—I've updated 'Coffee Catch-up' to 2025-11-12 from 08:30:00 to 10:30:00 at Conference Room A.
CANCEL,0,Coffee Shop,2025-5-14,08:45:00,10:45:00,Yoga Class,Yoga Class,Please remove my Yoga Class scheduled for today at Coffee Shop,Your event 'Yoga Class' scheduled for 2025-5-14 at 08:45:00 has been canceled. Hope that helps!
QUERY,0,Coffee Shop,2025-10-4,15:45:00,16:45:00,Project Deadline,Project Deadline,Do I have any events tomorrow?,You have an event 'Project Deadline' on 2025-10-4 at 15:45:00. Would you like more details?
ADD,0,Home,2026-12-2,16:45:00,17:15:00,Team Meeting,Team Meeting,Add Team Meeting on 2026-12-02 at 16:45 at Home,Event 'Team Meeting' has been added on 2026-12-2 from 16:45:00 to 17:15:00 at Home. Let me know if you need anything else!
UPDATE,0,Conference Room A,2026-9-9,16:30:00,18:30:00,Birthday Party,Birthday Party,Reschedule Birthday Party to 2026-09-09 at 16:30,Got it—I've updated 'Birthday Party' to 2026-9-9 from 16:30:00 to 18:30:00 at Conference Room A.
QUERY,0,Home,2025-5-16,10:45:00,11:15:00,Performance Review,Performance Review,Do I have any events tomorrow?,You have an event 'Performance Review' on 2025-5-16 at 10:45:00. Would you like more details?
UPDATE,0,Home,2026-9-26,12:00:00,13:00:00,Coffee Catch-up,Coffee Catch-up,Change the time of Coffee Catch-up on 2025-10-10 to 12:00,Got it—I've updated 'Coffee Catch-up' to 2026-9-26 from 12:00:00 to 13:00:00 at Home.
UPDATE,0,Home,2025-12-21,10:15:00,11:15:00,Lunch with Fiona,Lunch with Fiona,Update Lunch with Fiona details for 2025-12-30 at Home,Got it—I've updated 'Lunch with Fiona' to 2025-12-21 from 10:15:00 to 11:15:00 at Home.
QUERY,0,Home,2025-5-15,14:45:00,15:45:00,Birthday Party,Birthday Party,What's on my calendar for tomorrow?,You have an event 'Birthday Party' on 2025-5-15 at 14:45:00. Would you like more details?
CANCEL,0,Coffee Shop,2025-1-7,15:00:00,15:30:00,Dentist Appointment,Dentist Appointment,Cancel Dentist Appointment on 2025-01-07 at 15:00,Your event 'Dentist Appointment' scheduled for 2025-1-7 at 15:00:00 has been canceled. Hope that helps!
CANCEL,0,Office,2025-5-14,08:45:00,10:45:00,Yoga Class,Yoga Class,Cancel my 3 PM event,Your event 'Yoga Class' scheduled for 2025-5-14 at 08:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
ADD,0,Coffee Shop,2026-5-6,12:45:00,13:45:00,Coffee Catch-up,Coffee Catch-up,I need to set up Coffee Catch-up 2026-05-06 at 12:45 at Coffee Shop,Event 'Coffee Catch-up' has been added on 2026-5-6 from 12:45:00 to 13:45:00 at Coffee Shop. Let me know if you need anything else!
ADD,0,Zoom,2025-11-19,10:00:00,12:00:00,Lunch with Hannah,Lunch with Hannah,I need to set up Lunch with Hannah 2025-11-19 at 10:00 at Zoom,Event 'Lunch with Hannah' has been added on 2025-11-19 from 10:00:00 to 12:00:00 at Zoom. Let me know if you need anything else!
ADD,0,Office,2025-4-25,16:15:00,18:15:00,Team Meeting,Team Meeting,Add Team Meeting on 2025-04-25 at 16:15 at Office,Event 'Team Meeting' has been added on 2025-4-25 from 16:15:00 to 18:15:00 at Office. Let me know if you need anything else!
ADD,0,Home,2026-12-5,15:15:00,17:15:00,Client Presentation,Client Presentation,I need to set up Client Presentation 2026-12-05 at 15:15 at Home,Event 'Client Presentation' has been added on 2026-12-5 from 15:15:00 to 17:15:00 at Home. Let me know if you need anything else!
ADD,0,,2025-2-13,16:00:00,18:00:00,Webinar,Webinar,Put Webinar on my calendar 2025-02-13 at 16:00,Event 'Webinar' has been added on 2025-2-13 from 16:00:00 to 18:00:00. Let me know if you need anything else!
CANCEL,1,,2026-3-28,00:00:00,23:59:59,Project Deadline,Project Deadline,Cancel Project Deadline on 2026-03-28 at 00:00,Your event 'Project Deadline' scheduled for 2026-3-28 at 00:00:00 has been canceled. Hope that helps!
UPDATE,0,Zoom,2025-4-29,15:15:00,16:15:00,Performance Review,Performance Review,Reschedule Performance Review to 2025-04-29 at 15:15,Got it—I've updated 'Performance Review' to 2025-4-29 from 15:15:00 to 16:15:00 at Zoom.
QUERY,0,Office,2025-5-19,13:30:00,15:30:00,Client Presentation,Client Presentation,Do I have any events tomorrow?,You have an event 'Client Presentation' on 2025-5-19 at 13:30:00. Would you like more details?
ADD,0,Coffee Shop,2026-11-18,16:30:00,18:30:00,Webinar,Webinar,Put Webinar on my calendar 2026-11-18 at 16:30 at Coffee Shop,Event 'Webinar' has been added on 2026-11-18 from 16:30:00 to 18:30:00 at Coffee Shop. Let me know if you need anything else!
ADD,0,Home,2025-10-21,16:00:00,17:00:00,Webinar,Webinar,Put Webinar on my calendar 2025-10-21 at 16:00 at Home,Event 'Webinar' has been added on 2025-10-21 from 16:00:00 to 17:00:00 at Home. Let me know if you need anything else!
UPDATE,0,Conference Room A,2025-2-19,11:30:00,12:30:00,Webinar,Webinar,Move Webinar from 2025-04-11 at 16:00 to 2025-02-19 at 11:30,Got it—I've updated 'Webinar' to 2025-2-19 from 11:30:00 to 12:30:00 at Conference Room A.
CANCEL,0,Online,2025-5-16,11:45:00,13:45:00,Birthday Party,Birthday Party,Cancel my 3 PM event,Your event 'Birthday Party' scheduled for 2025-5-16 at 11:45:00 has been canceled. Hope that helps!
QUERY,0,Coffee Shop,2026-12-1,12:30:00,13:00:00,Client Presentation,Client Presentation,Show me events next Monday,You have an event 'Client Presentation' on 2026-12-1 at 12:30:00. Would you like more details?
CANCEL,0,Office,2025-12-28,11:15:00,11:45:00,Client Presentation,Client Presentation,Cancel Client Presentation on 2025-12-28 at 11:15,Your event 'Client Presentation' scheduled for 2025-12-28 at 11:15:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
QUERY,0,,2025-5-14,14:45:00,15:45:00,Yoga Class,Yoga Class,Show me events next Monday,You have an event 'Yoga Class' on 2025-5-14 at 14:45:00. Would you like more details?
CANCEL,1,Conference Room A,2025-5-16,00:00:00,23:59:59,Webinar,Webinar,Please remove my Webinar scheduled for next Friday at Conference Room A,Your event 'Webinar' scheduled for 2025-5-16 at 00:00:00 has been canceled. Hope that helps!
CANCEL,0,Home,2025-6-2,08:45:00,10:45:00,Birthday Party,Birthday Party,Cancel Birthday Party on 2025-06-02 at 08:45,Your event 'Birthday Party' scheduled for 2025-6-2 at 08:45:00 has been canceled. Hope that helps!
UPDATE,0,Coffee Shop,2025-3-17,08:45:00,09:45:00,Project Deadline,Project Deadline,Change the time of Project Deadline on 2025-07-31 to 08:45,Got it—I've updated 'Project Deadline' to 2025-3-17 from 08:45:00 to 09:45:00 at Coffee Shop.
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
ADD,0,Zoom,2025-5-23,09:00:00,09:30:00,Birthday Party,Birthday Party,Add Birthday Party on 2025-05-23 at 09:00 at Zoom,Event 'Birthday Party' has been added on 2025-5-23 from 09:00:00 to 09:30:00 at Zoom. Let me know if you need anything else!
ADD,0,Online,2026-9-23,11:00:00,12:00:00,Coffee Catch-up,Coffee Catch-up,Meeting tomorrow,Event 'Coffee Catch-up' has been added on 2026-9-23 from 11:00:00 to 12:00:00 at Online. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Good morning! Ready for the day?,Glad you reached out—how can I help you today?
ADD,1,Home,2026-5-11,00:00:00,23:59:59,Project Deadline,Project Deadline,Add Project Deadline on 2026-05-11 at 00:00 at Home,Event 'Project Deadline' has been added on 2026-5-11 from 00:00:00 to 23:59:59 at Home. Let me know if you need anything else!
QUERY,0,,2026-11-7,13:00:00,13:30:00,Webinar,Webinar,Any meetings today?,You have an event 'Webinar' on 2026-11-7 at 13:00:00. Would you like more details?
QUERY,0,Online,2025-5-19,14:00:00,15:00:00,Project Deadline,Project Deadline,Do I have any events tomorrow?,You have an event 'Project Deadline' on 2025-5-19 at 14:00:00. Would you like more details?
CANCEL,0,Office,2026-4-21,17:15:00,17:45:00,Project Deadline,Project Deadline,Please remove my Project Deadline scheduled for 2026-04-21 at Office,Your event 'Project Deadline' scheduled for 2026-4-21 at 17:15:00 has been canceled. Hope that helps!
UPDATE,0,Conference Room A,2026-3-8,13:45:00,15:45:00,Team Meeting,Team Meeting,Move Team Meeting from 2025-07-16 at 17:45 to 2026-03-08 at 13:45,Got it—I've updated 'Team Meeting' to 2026-3-8 from 13:45:00 to 15:45:00 at Conference Room A.
QUERY,0,Online,2025-10-10,12:45:00,13:15:00,Team Meeting,Team Meeting,Show me events next Monday,You have an event 'Team Meeting' on 2025-10-10 at 12:45:00. Would you like more details?
ADD,0,Conference Room A,2025-11-21,08:30:00,09:00:00,Lunch with Bob,Lunch with Bob,I need to set up Lunch with Bob 2025-11-21 at 08:30 at Conference Room A,Event 'Lunch with Bob' has been added on 2025-11-21 from 08:30:00 to 09:00:00 at Conference Room A. Let me know if you need anything else!
UPDATE,0,Office,2026-10-25,16:30:00,17:00:00,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for tomorrow at Office,Got it—I've updated 'Dentist Appointment' to 2026-10-25 from 16:30:00 to 17:00:00 at Office.
UPDATE,0,Office,2026-5-5,16:00:00,17:00:00,Lunch with Ethan,Lunch with Ethan,Move Lunch with Ethan from 2025-03-08 at 15:30 to 2026-05-05 at 16:00,Got it—I've updated 'Lunch with Ethan' to 2026-5-5 from 16:00:00 to 17:00:00 at Office.
QUERY,0,,2025-7-12,09:45:00,11:45:00,Client Presentation,Client Presentation,What are my appointments on 2025-07-12?,You have an event 'Client Presentation' on 2025-7-12 at 09:45:00. Would you like more details?
CANCEL,0,,2025-9-17,17:15:00,19:15:00,Coffee Catch-up,Coffee Catch-up,Delete Coffee Catch-up on 2025-09-17 at 17:15,Your event 'Coffee Catch-up' scheduled for 2025-9-17 at 17:15:00 has been canceled. Hope that helps!
UPDATE,0,,2025-8-13,17:00:00,18:00:00,Client Presentation,Client Presentation,Update Client Presentation details for 2025-10-27,Got it—I've updated 'Client Presentation' to 2025-8-13 from 17:00:00 to 18:00:00.
QUERY,0,Office,2025-7-1,17:45:00,18:45:00,Coffee Catch-up,Coffee Catch-up,What are my appointments on 2025-07-01?,You have an event 'Coffee Catch-up' on 2025-7-1 at 17:45:00. Would you like more details?
CANCEL,0,,2025-5-14,08:45:00,10:45:00,Project Deadline,Project Deadline,Cancel my 3 PM event,Your event 'Project Deadline' scheduled for 2025-5-14 at 08:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
ADD,0,Online,2025-12-11,08:00:00,08:30:00,Lunch with Diana,Lunch with Diana,Put Lunch with Diana on my calendar 2025-12-11 at 08:00 at Online,Event 'Lunch with Diana' has been added on 2025-12-11 from 08:00:00 to 08:30:00 at Online. Let me know if you need anything else!
ADD,0,Conference Room A,2025-5-19,16:15:00,16:45:00,Lunch with Ethan,Lunch with Ethan,I need to set up Lunch with Ethan next Monday at 16:15 at Conference Room A,Event 'Lunch with Ethan' has been added on 2025-5-19 from 16:15:00 to 16:45:00 at Conference Room A. Let me know if you need anything else!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
CANCEL,0,Conference Room A,2025-11-2,13:00:00,14:00:00,Coffee Catch-up,Coffee Catch-up,Cancel my 3 PM event,Your event 'Coffee Catch-up' scheduled for 2025-11-2 at 13:00:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,Hey there! How's it going?,Glad you reached out—how can I help you today?
ADD,0,Home,2026-1-16,15:00:00,15:30:00,Birthday Party,Birthday Party,Put Birthday Party on my calendar 2026-01-16 at 15:00 at Home,Event 'Birthday Party' has been added on 2026-1-16 from 15:00:00 to 15:30:00 at Home. Let me know if you need anything else!
UPDATE,0,Office,2025-1-29,15:45:00,16:15:00,Yoga Class,Yoga Class,Change the time of Yoga Class on 2025-04-21 to 15:45,Got it—I've updated 'Yoga Class' to 2025-1-29 from 15:45:00 to 16:15:00 at Office.
UPDATE,0,Office,2026-3-11,09:45:00,10:15:00,Yoga Class,Yoga Class,Update Yoga Class details for today at Office,Got it—I've updated 'Yoga Class' to 2026-3-11 from 09:45:00 to 10:15:00 at Office.
