text,intent,title,description,response,date,startTime,endTime,location,isAllDay
Reschedule my Yoga Class to next Tuesday at 8:00 at Office,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-20 from 08:00:00 to 08:30:00 at Office.",2025-5-20,08:00:00,08:30:00,Office,False
Add Board Meeting next Thursday at 16:45 at Clinic at Clinic,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-15 from 16:45:00 to 17:45:00 at Clinic. Let me know if you need anything else!",2025-5-15,16:45:00,17:45:00,Clinic,False
Add Data Workshop next Friday at 14:00,ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2025-5-16 from 14:00:00 to 16:00:00. Let me know if you need anything else!",2025-5-16,14:00:00,16:00:00,,False
"Cancel my Team Meeting September 12, 2025 at 8:00",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-9-12 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-9-12,08:00:00,10:00:00,Home,False
"Add Lunch with John March 6, 2026 at 16:45 at Gym at Gym",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2026-3-6 from 16:45:00 to 18:15:00 at Gym. Let me know if you need anything else!",2026-3-6,16:45:00,18:15:00,Gym,False
"Add Interview with Candidate June 27, 2025 at 14:00 at Zoom at Zoom",ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-6-27 from 14:00:00 to 14:30:00 at Zoom. Let me know if you need anything else!",2025-6-27,14:00:00,14:30:00,Zoom,False
Cancel my Interview with Candidate next Friday at 14:00,CANCEL,Interview with Candidate,Candidate interview,Your event 'Interview with Candidate' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,15:00:00,Zoom,False
Cancel my Lunch with John next Friday at 16:45,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-16 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,16:45:00,17:45:00,Office,False
"Change time of Team Meeting to 11 AM on May 25, 2026 at Home",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2026-5-25 from 11:00:00 to 12:00:00 at Home.",2026-5-25,11:00:00,12:00:00,Home,False
"Cancel my Birthday Party August 4, 2026 at 3 PM",CANCEL,Birthday Party,Celebrate birthday,Your event 'Birthday Party' on 2026-8-4 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-8-4,15:00:00,17:00:00,Main Conference Room,False
Reschedule my Conference Call to next Monday at 3 PM at Gym,UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2025-5-19 from 15:00:00 to 16:30:00 at Gym.",2025-5-19,15:00:00,16:30:00,Gym,False
"Move Doctor Appointment to August 18, 2026 at 11 AM at Teams",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2026-8-18 from 11:00:00 to 11:30:00 at Teams.",2026-8-18,11:00:00,11:30:00,Teams,False
Cancel my Dentist Visit next Friday at 8:00,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-16 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,08:00:00,09:00:00,Gym,False
"Add Conference Call November 13, 2025 at 11 AM at Office at Office",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-11-13 from 11:00:00 to 13:00:00 at Office. Let me know if you need anything else!",2025-11-13,11:00:00,13:00:00,Office,False
Add Board Meeting tomorrow at 3 PM at Main Conference Room at Main Conference Room,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-15 from 15:00:00 to 15:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-15,15:00:00,15:30:00,Main Conference Room,False
Cancel my all-day Team Meeting on next Wednesday,CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-5-21 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,00:00:00,23:59:59,Office,True
"Add Yoga Class September 19, 2025 at 16:45 at Teams at Teams",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-9-19 from 16:45:00 to 17:45:00 at Teams. Let me know if you need anything else!",2025-9-19,16:45:00,17:45:00,Teams,False
"Add Team Meeting June 8, 2026 at 16:45 at Zoom at Zoom",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2026-6-8 from 16:45:00 to 17:15:00 at Zoom. Let me know if you need anything else!",2026-6-8,16:45:00,17:15:00,Zoom,False
"Cancel my Doctor Appointment June 16, 2026 at 9:30 AM",CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2026-6-16 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-6-16,09:00:00,11:00:00,Teams,False
"Add Lunch with John June 8, 2025 at 9:30 AM at Clinic at Clinic",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-6-8 from 09:00:00 to 10:30:00 at Clinic. Let me know if you need anything else!",2025-6-8,09:00:00,10:30:00,Clinic,False
"Change time of Yoga Class to 8:00 on February 10, 2026",UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2026-2-10 from 08:00:00 to 09:00:00.",2026-2-10,08:00:00,09:00:00,,False
"Cancel my Performance Review October 8, 2025 at 16:45",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-10-8 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-10-8,16:45:00,17:15:00,Main Conference Room,False
"Change time of Coffee with Sarah to 11 AM on March 3, 2026 at Gym",UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2026-3-3 from 11:00:00 to 13:00:00 at Gym.",2026-3-3,11:00:00,13:00:00,Gym,False
Cancel my Doctor Appointment next Monday at 3 PM,CANCEL,Doctor Appointment,Health check-up,Your event 'Doctor Appointment' on 2025-5-19 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,15:00:00,16:00:00,Gym,False
Add Lunch with John day after tomorrow at 8:00 at Cafe Rio at Cafe Rio,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-16 from 08:00:00 to 09:00:00 at Cafe Rio. Let me know if you need anything else!",2025-5-16,08:00:00,09:00:00,Cafe Rio,False
"Change time of Board Meeting to 14:00 on April 29, 2026 at Clinic",UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2026-4-29 from 14:00:00 to 14:30:00 at Clinic.",2026-4-29,14:00:00,14:30:00,Clinic,False
Add AI Trends Webinar next Monday at 9:30 AM at Google Meet at Google Meet,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-19 from 09:00:00 to 11:00:00 at Google Meet. Let me know if you need anything else!",2025-5-19,09:00:00,11:00:00,Google Meet,False
Add Lunch with John next Monday at 3 PM at Main Conference Room at Main Conference Room,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-19 from 15:00:00 to 16:00:00 at Main Conference Room. Let me know if you need anything else!",2025-5-19,15:00:00,16:00:00,Main Conference Room,False
Add Lunch with John next Friday at 9:30 AM at Cafe Rio at Cafe Rio,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-16 from 09:00:00 to 10:30:00 at Cafe Rio. Let me know if you need anything else!",2025-5-16,09:00:00,10:30:00,Cafe Rio,False
"Cancel my Performance Review November 4, 2025 at 9:30 AM",CANCEL,Performance Review,Annual review,Your event 'Performance Review' on 2025-11-4 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-11-4,09:00:00,10:00:00,Office,False
Cancel my 9:30 AM event,CANCEL,9:30 AM event,9:30 AM event,Your event '9:30 AM event' on 2026-5-16 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-5-16,09:00:00,09:30:00,Teams,False
"Add AI Trends Webinar July 15, 2026 at 9:30 AM at Zoom at Zoom",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-7-15 from 09:00:00 to 10:30:00 at Zoom. Let me know if you need anything else!",2026-7-15,09:00:00,10:30:00,Zoom,False
Add Board Meeting all day on next Friday at Clinic,ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-5-16 from 00:00:00 to 23:59:59 at Clinic. Let me know if you need anything else!",2025-5-16,00:00:00,23:59:59,Clinic,True
"Change time of Data Workshop to 14:00 on January 30, 2026 at Google Meet",UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2026-1-30 from 14:00:00 to 15:30:00 at Google Meet.",2026-1-30,14:00:00,15:30:00,Google Meet,False
Add Lunch with John day after tomorrow at 8:00 at Teams at Teams,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-16 from 08:00:00 to 10:00:00 at Teams. Let me know if you need anything else!",2025-5-16,08:00:00,10:00:00,Teams,False
"Add Team Meeting September 20, 2025 at 8:00 at Home at Home",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-9-20 from 08:00:00 to 08:30:00 at Home. Let me know if you need anything else!",2025-9-20,08:00:00,08:30:00,Home,False
Add Coffee with Sarah day after tomorrow at 9:30 AM at Gym at Gym,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-16 from 09:00:00 to 10:00:00 at Gym. Let me know if you need anything else!",2025-5-16,09:00:00,10:00:00,Gym,False
"Reschedule my Yoga Class to July 8, 2026 at 8:00 at Google Meet",UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2026-7-8 from 08:00:00 to 10:00:00 at Google Meet.",2026-7-8,08:00:00,10:00:00,Google Meet,False
Add AI Trends Webinar tomorrow at 3 PM at Home at Home,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-15 from 15:00:00 to 16:00:00 at Home. Let me know if you need anything else!",2025-5-15,15:00:00,16:00:00,Home,False
"Add Conference Call August 12, 2026 at 9:30 AM at Teams at Teams",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2026-8-12 from 09:00:00 to 11:00:00 at Teams. Let me know if you need anything else!",2026-8-12,09:00:00,11:00:00,Teams,False
"Add Doctor Appointment July 1, 2025 at 11 AM",ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-7-1 from 11:00:00 to 12:00:00. Let me know if you need anything else!",2025-7-1,11:00:00,12:00:00,,False
Cancel my Conference Call day after tomorrow at 14:00,CANCEL,Conference Call,Call with team,Your event 'Conference Call' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,16:00:00,Gym,False
Cancel my Lunch with John next Tuesday at 9:30 AM,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-20 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,09:00:00,10:00:00,Google Meet,False
Move Lunch with John to tomorrow at 16:45,UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-15 from 16:45:00 to 18:45:00.",2025-5-15,16:45:00,18:45:00,,False
Add Doctor Appointment all day on next Tuesday at Home,ADD,Doctor Appointment,Health check-up,"Great, I've added 'Doctor Appointment' on 2025-5-20 from 00:00:00 to 23:59:59 at Home. Let me know if you need anything else!",2025-5-20,00:00:00,23:59:59,Home,True
Add Dentist Visit next Wednesday at 9:30 AM,ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-5-21 from 09:00:00 to 10:00:00. Let me know if you need anything else!",2025-5-21,09:00:00,10:00:00,,False
"Cancel my Data Workshop December 13, 2026 at 8:00",CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2026-12-13 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2026-12-13,08:00:00,09:00:00,,False
Add Lunch with John tomorrow at 16:45 at Cafe Rio at Cafe Rio,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-15 from 16:45:00 to 17:15:00 at Cafe Rio. Let me know if you need anything else!",2025-5-15,16:45:00,17:15:00,Cafe Rio,False
"Cancel my Data Workshop March 22, 2026 at 14:00",CANCEL,Data Workshop,Hands-on data workshop,Your event 'Data Workshop' on 2026-3-22 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2026-3-22,14:00:00,16:00:00,Zoom,False
Add Birthday Party next Friday at 16:45 at Main Conference Room at Main Conference Room,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-16 from 16:45:00 to 17:45:00 at Main Conference Room. Let me know if you need anything else!",2025-5-16,16:45:00,17:45:00,Main Conference Room,False
Update Marketing Presentation date to next Thursday and time to 9:30 AM at Main Conference Room,UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-5-15 from 09:00:00 to 11:00:00 at Main Conference Room.",2025-5-15,09:00:00,11:00:00,Main Conference Room,False
Cancel my Lunch with John next Tuesday at 11 AM,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-20 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,11:00:00,12:00:00,Zoom,False
"Change time of Team Meeting to 11 AM on April 16, 2026 at Office",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2026-4-16 from 11:00:00 to 12:30:00 at Office.",2026-4-16,11:00:00,12:30:00,Office,False
"Move Doctor Appointment to December 26, 2026 at 14:00 at Teams",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2026-12-26 from 14:00:00 to 14:30:00 at Teams.",2026-12-26,14:00:00,14:30:00,Teams,False
"Add Dentist Visit July 20, 2026 at 16:45 at Gym at Gym",ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2026-7-20 from 16:45:00 to 17:15:00 at Gym. Let me know if you need anything else!",2026-7-20,16:45:00,17:15:00,Gym,False
Cancel my Coffee with Sarah next Monday at 16:45,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-19 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,16:45:00,18:15:00,Gym,False
"Add AI Trends Webinar January 14, 2026 at 8:00 at Clinic at Clinic",ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2026-1-14 from 08:00:00 to 08:30:00 at Clinic. Let me know if you need anything else!",2026-1-14,08:00:00,08:30:00,Clinic,False
Add Coffee with Sarah next Wednesday at 8:00,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-21 from 08:00:00 to 09:00:00. Let me know if you need anything else!",2025-5-21,08:00:00,09:00:00,,False
"Change time of Birthday Party to 14:00 on December 24, 2025 at Gym",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-12-24 from 14:00:00 to 16:00:00 at Gym.",2025-12-24,14:00:00,16:00:00,Gym,False
"Cancel my AI Trends Webinar December 6, 2026 at 16:45",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2026-12-6 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2026-12-6,16:45:00,17:45:00,Google Meet,False
Reschedule my Data Workshop to next Thursday at 11 AM at Office,UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2025-5-15 from 11:00:00 to 12:30:00 at Office.",2025-5-15,11:00:00,12:30:00,Office,False
"Add Board Meeting August 22, 2025 at 3 PM at Home at Home",ADD,Board Meeting,High-level board discussion,"Great, I've added 'Board Meeting' on 2025-8-22 from 15:00:00 to 17:00:00 at Home. Let me know if you need anything else!",2025-8-22,15:00:00,17:00:00,Home,False
Cancel my AI Trends Webinar next Wednesday at 9:30 AM,CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2025-5-21 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,09:00:00,10:00:00,Teams,False
"Update Interview with Candidate date to December 9, 2026 and time to 9:30 AM at Office",UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2026-12-9 from 09:00:00 to 09:30:00 at Office.",2026-12-9,09:00:00,09:30:00,Office,False
"Update Interview with Candidate date to July 15, 2026 and time to 8:00 at Zoom",UPDATE,Interview with Candidate,Candidate interview,"Sure, I've updated 'Interview with Candidate' to 2026-7-15 from 08:00:00 to 09:30:00 at Zoom.",2026-7-15,08:00:00,09:30:00,Zoom,False
Update Coffee with Sarah date to next Monday and time to 16:45 at Clinic,UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-5-19 from 16:45:00 to 18:45:00 at Clinic.",2025-5-19,16:45:00,18:45:00,Clinic,False
Cancel my Yoga Class next Wednesday at 16:45,CANCEL,Yoga Class,Morning yoga session,Your event 'Yoga Class' on 2025-5-21 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,16:45:00,18:45:00,Google Meet,False
